Love or Money,Mae Czarina Cruz,2020,116 min,Dramas_ International Movies_ Romantic Movies,When persistent Leon sweeps her off her feet_ ambitious Angel must choose between true love and her dreams of a luxurious life.
Alma Matters,,2021,1 Season,Docuseries_ International TV Shows,Alumni of India’s elite academic institutes share the harsh realities_ pleasant surprises and transformative journeys of their college experiences.
Cinema Bandi,Praveen Kandregula,2021,99 min,Comedies_ Independent Movies_ International Movies,A struggling rickshaw driver’s life takes a rollicking turn when he comes upon an expensive camera and decides to make a film with his fellow villagers.
Ferry,Cecilia Verheyden,2021,107 min,Dramas_ International Movies_ Thrillers,Before he built a drug empire_ Ferry Bouman returns to his hometown on a revenge mission that finds his loyalty tested — and a love that alters his life.
Halston,Daniel Minahan,2021,1 Season,TV Dramas,His name built an empire. His style defined an era. American fashion designer Halston skyrockets to fame before his life starts to spin out of control.
Haunted,,2021,3 Seasons,Reality TV_ TV Horror_ TV Thrillers,Real people sit down with friends and family to share terrifying true stories from their past_ re-created through chilling re-enactments.
I Am All Girls,Donovan Marsh,2021,107 min,Dramas_ International Movies_ Thrillers,A relentless detective finds common ground with a killer systematically targeting the perpetrators running a powerful child-trafficking ring.
Jungle Beat: The Movie,Brent Dawes,2021,90 min,Children & Family Movies_ Comedies,When a lost and lonely alien crash-lands on Earth_ his new crew of talking animal friends helps him get back home — and try to save the world!
Love_ Death & Robots,,2021,2 Seasons,TV Action & Adventure_ TV Horror_ TV Sci-Fi & Fantasy,Terrifying creatures_ wicked surprises and dark comedy converge in this NSFW anthology of animated stories presented by Tim Miller and David Fincher.
Move to Heaven,,2021,1 Season,International TV Shows_ TV Dramas,Finding life in all that’s left behind_ a detail-oriented trauma cleaner and his estranged uncle deliver untold stories of the departed to loved ones.
Table Manners,Leli Maki,2018,104 min,Comedies_ Dramas_ International Movies,When a housewife's picture-perfect life comes crashing down_ she finds solace and hope through cooking_ family and love.
The Mystic River,Uzodinma Okpechi,2020,1 Season,International TV Shows_ TV Horror_ TV Sci-Fi & Fantasy,As pregnant women vanish in a remote Nigerian village over decades_ a doctor with child finds herself extremely close to uncovering dangerous secrets.
The Strange House,Daniel Prochaska,2020,100 min,Horror Movies_ International Movies_ Thrillers,When a big-city family moves to a remote town_ two young brothers and their new friends try to solve the menacing mystery that haunts their home.
The Upshaws - The Afterparty,,2021,32 min,Comedies,"The comedic dream team from ""The Upshaws"" discuss the hit series_ share some anecdotes from their own upbringings and play a little swag-centric game."
The Woman in the Window,Joe Wright,2021,102 min,Dramas_ Thrillers,Confined to her home by agoraphobia_ a psychologist becomes obsessed with her new neighbors — and solving a brutal crime she witnesses from her window.
Castlevania,,2021,4 Seasons,Anime Series_ TV Horror_ TV Thrillers,A vampire hunter fights to save a besieged city from an army of otherworldly beasts controlled by Dracula himself. Inspired by the classic video games.
Layer Cake,Matthew Vaughn,2004,105 min,Independent Movies_ International Movies_ Thrillers,A suave_ steely-eyed London cocaine dealer's retirement plans hit a violent snag when his boss asks him to do one more job.
Tottaa Pataaka Item Maal,Aditya Kripalani,2018,107 min,Dramas_ Independent Movies_ International Movies,Exasperated with living in perpetual fear for their safety_ four women kidnap a man to show him the realities of being female in Delhi.
Wave of Cinema: Filosofi Kopi,Adriano Rudiman,2020,64 min,Documentaries_ International Movies_ Music & Musicals,"In this concert film_ artists perform music from the soundtrack of ""Filosofi Kopi_"" which tells the story of coffee and the people who cherish it."
Dance of the Forty One,David Pablos,2021,99 min,Dramas_ Independent Movies_ International Movies,A gay congressman marries the Mexican president's daughter but cavorts with a young man at a secret club. And then scandal hits. Based on a true story.
Oxygen,Alexandre Aja,2021,102 min,Dramas_ International Movies_ Thrillers,After waking up in a cryogenic unit_ Liz fights to survive and remember who she is before her oxygen runs out.
The Upshaws,,2021,1 Season,TV Comedies,A working-class Black family in Indiana strives for a better life and a happy home while juggling everyday struggles in this comedy series.
Use For My Talent,Cai Cong,2021,1 Season,International TV Shows_ Romantic TV Shows_ TV Comedies,When the germophobic owner of a cleaning company encounters a slovenly employee_ a romance blossoms as they help one another heal from their pasts.
Dear Affy,Samuel Olatunji,2020,126 min,Comedies_ Dramas_ International Movies,An engaged couple hit a number of speed bumps on their road to matrimony including major career complications and questions of fidelity.
Illegal Woman,Ramon Térmens,2020,119 min,Dramas_ International Movies,An immigration lawyer and a Nigerian woman caught in a ring of corruption team up to uncover the truth behind a suspicious death in a detention center.
Money_ Explained,,2021,1 Season,Docuseries,We spend it_ borrow it and save it. Now let's talk about money and its many minefields_ from credit cards to casinos_ scammers to student loans.
Deadly Switch,Svetlana Cvetko,2019,86 min,Independent Movies_ Thrillers,In this indie thriller_ a foreign exchange student moves in with her roommate's family who grieves over the daughter they would do anything to get back.
Mine,,2021,1 Season,International TV Shows_ TV Dramas,Encaged in a gold-clad life of secrets and lies_ two women in a conglomerate family seek to topple all that stands in their way of finding true joy.
Nayattu,Martin Prakkat,2021,122 min,Dramas_ International Movies_ Thrillers,Three police officers become pawns for unscrupulous lawmakers when they are framed in an incident amid political elections and must flee to evade arrest.
Sleepless,Baran bo Odar,2017,95 min,Action & Adventure,A Las Vegas cop attempts to rob a drug shipment from a casino kingpin_ but the heist goes horribly wrong_ leading to the kidnapping of his son.
Super Me,Zhang Chong,2021,104 min,Action & Adventure_ Dramas_ International Movies,A struggling screenwriter discovers his lucrative ability to bring antiques from his dreams into the real world — but his new life soon unravels.
Have You Ever Seen Fireflies? - Theatre Play,Yılmaz Erdoğan,1999,118 min,Dramas_ International Movies,Yılmaz Erdoğan's lauded stage play traces the life of wunderkind Gülseren as she navigates social and political change.
In Our Mothers' Gardens,Shantrelle P. Lewis,2020,85 min,Documentaries,An unplanned pregnancy upends the carefree lives of a young woman and her flatmate as they discover the struggles of single motherhood.
Jupiter's Legacy,,2021,1 Season,TV Action & Adventure_ TV Sci-Fi & Fantasy,They're the first generation of superheroes. But as they pass the torch to their children_ tensions are rising — and the old rules no longer apply.
Milestone,Ivan Ayr,2021,98 min,Dramas_ Independent Movies_ International Movies,Recently marking 500_000 kilometers on the road_ a newly bereaved trucker faces the threat of losing the job that has come to define him to a new intern.
Monster,Anthony Mandler,2021,99 min,Dramas,A talented teen implicated in a robbery-turned-murder fights for his innocence and integrity against a criminal justice system that’s already judged him.
Sab Jholmaal Hai,Vijay Roche,2017,2 Seasons,Kids' TV_ TV Comedies,In this madcap comedy_ two mischievous cats_ a talking parrot and a high-strung dog keep getting into trouble while their human is away.
The Circle - The Afterparty,,2021,35 min,Comedies,"Stars of ""The Circle"" drop by to discuss Season 2's big winner_ some juicy behind-the-scenes gossip and their enduring friendships with one another."
Time to Dance,Stanley Menino D'Costa,2020,107 min,Dramas_ International Movies_ Romantic Movies,When a ballroom dancer’s shot at a crucial tournament is jeopardized_ a street dancer must face his own painful past and step up as her new partner.
Unrest,Jennifer Brea,2017,97 min,Documentaries,In this heart-wrenching documentary_ a 28-year-old Ph.D. student turns the camera on herself to capture her struggles with chronic fatigue syndrome.
And Tomorrow the Entire World,Julia von Heinz,2020,112 min,Dramas_ International Movies_ Thrillers,A law student joins an anti-fascist group and finds herself sucked into increasingly dangerous situations and drawn more and more to violence.
Dead Man Down,Niels Arden Oplev,2013,118 min,Action & Adventure,An enforcer plotting revenge against the ruthless criminal he works for is blackmailed by a mysterious neighbor looking to exact vengeance of her own.
Framing John DeLorean,Don Argott_ Sheena M. Joyce,2019,109 min,Documentaries_ Dramas,From his rise in the auto industry to his fall from grace_ John DeLorean's legacy of power_ fast cars and drugs comes to life in this documentary.
Lava Ka Dhaava,,2021,1 Season,Reality TV,Actor Jaaved Jaafferi brings his signature humor to this Hindi dubbing of the show where teams creatively navigate rooms flooded with make-believe lava.
The Sons of Sam: A Descent into Darkness,Joshua Zeman,2021,1 Season,Crime TV Shows_ Docuseries,The Son of Sam case grew into a lifelong obsession for journalist Maury Terry_ who became convinced that the murders were linked to a satanic cult.
Selena: The Series,,2020,2 Seasons,TV Dramas,Iconic Mexican-American performer Selena rises to fame as she and her family make sacrifices in order to achieve their lifelong dreams.
StartUp,,2018,3 Seasons,Crime TV Shows_ TV Dramas,An attempt to launder stolen money finances a cryptocurrency that puts entrepreneurs in business with a corrupt FBI agent and a Miami gang.
The Clovehitch Killer,Duncan Skiles,2018,109 min,Dramas_ Independent Movies_ Thrillers,A teenager's picture-perfect family is torn apart when he uncovers unnerving evidence of a serial killer close to home.
Trash Truck,,2021,2 Seasons,Kids' TV,Six-year old Hank and his best pal_ a giant trash truck_ explore the world around them on fantastical adventures with their animal friends.
Aliens Stole My Body,Sean McNamara,2020,88 min,Children & Family Movies_ Comedies,The Galactic Patrol is on the hunt for Deputy Rod Allbright's body. Now they must team up with old and new friends to stop the body-snatching fiend.
